symptoms_text,disease_id
"severe pelvic pain, mild pain during intercourse, moderate abnormal bleeding",31
"persistent nipple discharge, breast lump, persistent skin changes, persistent breast pain",30
"severe pain during intercourse, persistent pelvic pain, severe abnormal bleeding",31
"mild nipple discharge, severe skin changes, persistent breast pain",30
"mild loss of appetite, severe nausea, mild fatigue, severe jaundice",24
"persistent muscle stiffness, severe tremors",29
"severe abdominal pain, mild diarrhea, fever, persistent weakness",6
"moderate joint pain, moderate bleeding gums, moderate tooth loss",34
"persistent pain during intercourse, severe pelvic pain, persistent abnormal bleeding",31
"mild confusion, easy bruising, persistent fatigue",25
"persistent joint pain, red eyes",37
"persistent nausea, severe indigestion",27
persistent dry skin,22
"moderate loose stools, nausea, mild dehydration",7
"mild abdominal cramps, severe dehydration, mild nausea",7
"chills, moderate muscle pain, moderate headache",38
"mild headache, muscle pain, persistent chills, persistent fever",38
"moderate upper abdominal pain, mild fatigue, moderate liver discomfort",20
"severe fatigue, moderate cold intolerance",40
"shortness of breath, persistent chronic cough, moderate fatigue",42
"severe fever, mild diarrhea",6
"persistent body pain, moderate cough, moderate sore throat",14
"moderate sore throat, persistent cough, moderate chills, persistent fever, persistent body pain",14
"moderate poor appetite, mild weight loss, persistent stunted growth",8
"persistent burning urination, pelvic pain, moderate frequent urination",32
"abdominal swelling, mild itching, mild weight loss, persistent jaundice",48
"persistent chronic cough, severe fever, mild chest pain",3
"painful periods, persistent heavy bleeding, moderate pelvic pain",43
"mild abdominal swelling, severe jaundice, weight loss",48
"mild thirst, persistent reduced urination, severe dark urine",10
"mild painful periods, mild pelvic pain, persistent heavy bleeding",43
"mild chest tightness, persistent wheezing, persistent shortness of breath",13
"persistent pale stools, persistent fatigue, severe yellowing of skin",53
"moderate fatigue, mild nausea, loss of appetite",24
"persistent joint pain, moderate bleeding gums, mild tooth loss",34
"fever, mild chills",14
"persistent abnormal bleeding, mild pain during intercourse, pelvic pain",31
"mild fatigue, moderate chronic cough, persistent shortness of breath",42
"persistent dry mouth, reduced urination, thirst",10
"severe yellowing of skin, persistent fatigue, persistent pale stools, dark urine",53
"severe painful periods, moderate heavy bleeding, pelvic pain",43
moderate fever,6
"moderate eye discharge, persistent red eyes, itching",12
"abdominal pain, severe fatigue, moderate dark urine",23
"mild persistent abdominal pain, moderate weight loss, severe loss of appetite",47
"persistent fatigue, moderate difficulty breathing, moderate productive cough, chest pain, severe fever",15
"persistent circular rash, mild scaly skin, hair loss",35
"mild headache, moderate high fever",4
"chills, mild fever, sore throat",14
"frequent urination, mild pelvic pain, persistent burning urination",32
"moderate skin redness, persistent itching, persistent scaly skin",19
"moderate wheezing, mild chest tightness, coughing",13
"moderate loss of appetite, fever",6
"severe breast pain, mild breast lump, severe nipple discharge, moderate skin changes",30
"high body temperature, severe dizziness, moderate confusion, moderate dry skin",22
"mild shortness of breath, persistent fatigue, persistent chronic cough",42
"dry skin, severe weight gain, moderate cold intolerance",40
"bloating, mild abdominal discomfort, mild hard stools",16
"skin changes, mild breast pain",30
"persistent burning stomach pain, severe indigestion, persistent nausea",27
"severe high fever, severe headache, mild joint pain",5
"severe balance problems, persistent slow movement, mild tremors, muscle stiffness",29
"mild dizziness, headache, nosebleeds",2
"persistent circular rash, scaly skin, severe hair loss",35
"moderate fever, moderate diarrhea, moderate abdominal pain, severe weakness, persistent loss of appetite",6
"mild burning urination, pelvic pain, frequent urination",32
"moderate chest pain, moderate productive cough, severe fatigue",15
"headache, severe chills, mild fever",38
"moderate skin rash, high fever, severe severe headache, mild joint pain",5
"persistent weight gain, moderate liver discomfort, upper abdominal pain",20
"persistent tremors, mild heat intolerance, moderate palpitations, weight loss",41
"persistent reduced mobility, mild joint pain",21
"shortness of breath, persistent chest tightness, severe wheezing",13
"heat intolerance, persistent weight loss, persistent palpitations, moderate tremors",41
"moderate fever, mild headache, persistent chills, persistent muscle pain",38
"mild skin inflammation, persistent pimples, moderate blackheads",52
"persistent poor appetite, severe weight loss, persistent fatigue, persistent stunted growth",8
"mild swelling, severe stiffness",21
"mild scaling, persistent itchy skin",51
"severe burning urination, moderate pelvic pain, persistent frequent urination",32
"moderate difficulty seeing, moderate blurred vision",11
"joint pain, severe high fever, persistent skin rash",5
"moderate itching, persistent eye discharge, persistent gritty sensation, severe red eyes",12
"moderate dry mouth, moderate thirst, moderate dark urine",10
"shortness of breath, persistent pale skin",0
"persistent bleeding during bowel movements, severe anal pain, itching",50
"severe circular rash, hair loss, mild itching, scaly skin",35
"productive cough, persistent fatigue, mild fever, mild difficulty breathing",15
"persistent shortness of breath, moderate wheezing, mild fatigue, severe chronic cough",42
"mild leg cramps, moderate watery diarrhea",9
"persistent persistent abdominal pain, weight loss, severe loss of appetite",47
"cold intolerance, mild dry skin",40
"joint pain, high fever, muscle pain",4
"moderate chronic cough, moderate shortness of breath, mild fatigue",42
"moderate vomiting, mild stomach cramps",18
persistent dizziness,22
"persistent high fever, moderate severe headache, skin rash, persistent joint pain, moderate bleeding gums",5
severe cloudy vision,44
"severe itching, persistent red eyes, eye discharge, severe gritty sensation",12
"chest pain, severe difficulty breathing, fatigue, productive cough, moderate fever",15
"moderate fever, moderate chills, mild muscle pain",38
"stomach cramps, vomiting, persistent diarrhea",18
"mild hard stools, mild abdominal discomfort",16
"weight loss, moderate fatigue",8
"persistent nasal congestion, post nasal drip, mild headache, mild facial pain",17
"mild pale skin, weakness, mild fatigue",0
"moderate pain during intercourse, pelvic pain, severe abnormal bleeding",31
"rash, headache, high fever, severe joint pain",4
"jaundice, moderate nausea, moderate loss of appetite",24
"headache, persistent fever, persistent muscle pain",38
"moderate dizziness, moderate pale skin, mild weakness",0
"scaly skin, moderate itching, moderate hair loss, severe circular rash",35
"fatigue, mild dry skin",40
"severe hair loss, persistent scaly skin, mild circular rash, severe itching",35
"nipple discharge, severe skin changes, breast pain, severe breast lump",30
"severe bloating, persistent heartburn, persistent stomach pain",28
"mild post nasal drip, persistent headache, moderate facial pain",17
severe anal pain,50
"persistent joint pain, mild headache, rash",4
mild high fever,4
"persistent abdominal swelling, persistent confusion",25
"persistent loss of appetite, weakness, persistent abdominal pain",6
"mild shortness of breath, chest pain, persistent persistent cough, weight loss",49
"moderate tooth loss, weakness",34
"mild dark urine, dry mouth, mild thirst, reduced urination",10
"severe fever, red eyes",37
"moderate headache, mild chills, moderate muscle pain, mild fever",38
"persistent wheezing, chest tightness",13
"dry skin, severe dizziness, persistent high body temperature, mild confusion",22
"moderate severe dehydration, severe leg cramps, persistent vomiting, mild watery diarrhea",9
"confusion, moderate dry skin, severe dizziness",22
"mild itching, severe ring shaped rash, persistent scaly skin, persistent skin redness",19
"moderate eye discharge, mild gritty sensation, persistent red eyes",12
"moderate watery diarrhea, leg cramps",9
"mild itching, moderate scaly skin, mild skin redness",19
"mild hair loss, mild itching, persistent circular rash, severe scaly skin",35
"severe fatigue, moderate abdominal pain, persistent jaundice, moderate dark urine",23
"mild difficulty thinking, mild personality changes",26
"mild blurred vision, severe excessive thirst, persistent fatigue, severe slow wound healing",1
"severe scaly skin, mild skin redness",19
"moderate weight gain, fatigue, severe upper abdominal pain, liver discomfort",20
"weight gain, persistent excess hair growth, mild acne",39
"moderate loss of appetite, jaundice, persistent fatigue",24
"mild stiffness, mild reduced mobility, persistent swelling",21
"moderate bleeding during bowel movements, mild anal pain, severe itching",50
"persistent diarrhea, mild stomach cramps",18
"moderate reduced urination, mild dark urine, persistent dry mouth, moderate thirst",10
"fatigue, moderate pale stools, severe dark urine",53
"severe muscle stiffness, severe slow movement",29
"mild fatigue, moderate dark urine, persistent abdominal pain, persistent jaundice",23
"persistent jaundice, persistent loss of appetite, persistent fatigue",24
"mild red patches, moderate dry skin, moderate itchy skin",51
"moderate chronic cough, moderate shortness of breath, moderate wheezing",42
"severe cloudy vision, mild blurred vision",44
"anal pain, moderate itching",50
"severe stunted growth, mild fatigue",8
"persistent breast pain, severe skin changes",30
"frequent urination, mild burning urination, pelvic pain",32
"moderate vision loss, blurred vision, mild distorted vision, difficulty seeing",11
"shortness of breath, severe headache, moderate dizziness, severe nosebleeds, mild chest pain",2
"shortness of breath, moderate wheezing",42
mild fatigue,23
"severe breast lump, severe breast pain, severe skin changes",30
"tooth loss, weakness, persistent bleeding gums, moderate joint pain",34
"blurred vision, persistent distorted vision, vision loss, mild difficulty seeing",11
"fatigue, severe poor appetite, mild weight loss",8
"moderate itching, severe abdominal swelling",48
"severe blurred vision, slow wound healing, severe frequent urination, mild excessive thirst, mild fatigue",1
"severe fatigue, moderate weight gain, mild liver discomfort, moderate upper abdominal pain",20
"shortness of breath, severe chest pain, persistent persistent cough, persistent weight loss",49
"moderate confusion, mild vomiting, persistent fever, headache",36
"persistent stunted growth, mild poor appetite, mild weight loss",8
"moderate rash, mild high fever, persistent joint pain",4
"nasal congestion, persistent facial pain, moderate post nasal drip, persistent headache",17
"mild cold intolerance, persistent dry skin, moderate fatigue, weight gain",40
"moderate weight loss, moderate frequent infections, fatigue",45
"chest tightness, persistent wheezing, severe shortness of breath",13
"mild wheezing, fatigue, shortness of breath, persistent chronic cough",42
"persistent pelvic pain, heavy bleeding, painful periods",43
"moderate fatigue, fever, persistent joint pain, skin rash",33
"persistent fatigue, severe dark urine, mild abdominal pain",23
"severe weight gain, severe excess hair growth, mild irregular periods, severe acne",39
"mild weight loss, severe heat intolerance, persistent palpitations",41
persistent tooth loss,34
"persistent joint pain, stiffness, mild swelling",21
"mild fatigue, persistent productive cough, fever, mild difficulty breathing",15
"moderate night vision difficulty, mild cloudy vision, persistent blurred vision",44
"persistent weight gain, severe acne, excess hair growth",39
"moderate chest tightness, mild shortness of breath, mild wheezing, moderate coughing",13
"mild scaling, red patches, mild itchy skin",51
"persistent fever, persistent diarrhea, persistent weakness, mild loss of appetite, mild abdominal pain",6
"mild nosebleeds, mild dizziness, moderate shortness of breath",2
"persistent diarrhea, severe nausea, severe stomach cramps",18
"severe rash, persistent joint pain, moderate headache, mild high fever",4
"moderate fever, mild sore throat, moderate body pain",14
"fatigue, moderate weight loss, mild poor appetite",8
"mild frequent infections, moderate fatigue, mild night sweats, moderate weight loss",45
"persistent painful periods, persistent heavy bleeding, persistent pelvic pain",43
"gritty sensation, severe eye discharge, persistent itching",12
"severe fatigue, poor appetite, weight loss",8
"persistent circular rash, mild scaly skin, mild hair loss",35
"severe irregular periods, severe excess hair growth, severe weight gain, acne",39
"moderate scaling, persistent itchy skin, mild dry skin, severe red patches",51
"loss of appetite, diarrhea, mild weakness",6
"mild dry mouth, mild dark urine, moderate reduced urination",10
"severe wheezing, severe chronic cough, mild shortness of breath",42
"moderate balance problems, mild slow movement, severe muscle stiffness",29
"abdominal discomfort, bloating",16
"mild chronic cough, moderate wheezing, persistent fatigue",42
"mild red eyes, moderate rash",37
"persistent scaling, dry skin, red patches, persistent itchy skin",51
"moderate hair loss, severe itching, severe scaly skin",35
"fever, mild confusion, moderate vomiting",36
"persistent abdominal discomfort, persistent hard stools, severe bloating",16
"moderate tremors, muscle stiffness, persistent balance problems",29
"moderate stomach cramps, persistent diarrhea",18
"mild difficulty thinking, personality changes, mild confusion",26
"severe memory loss, mild difficulty thinking, personality changes",26
"persistent frequent infections, moderate fatigue, moderate weight loss",45
"mild productive cough, severe fever, severe fatigue",15
"severe diarrhea, persistent nausea",18
"severe chronic cough, severe fatigue",42
"moderate muscle stiffness, severe slow movement, moderate tremors, balance problems",29
"mild fever, mild headache",38
"persistent abdominal swelling, mild confusion, mild easy bruising",25
"abdominal pain, persistent fatigue, dark urine, severe jaundice",23
"persistent dry skin, mild confusion, dizziness",22
"severe joint pain, headache, moderate high fever",4
"persistent pelvic pain, moderate heavy bleeding",43
"blurred vision, moderate cloudy vision",44
moderate loss of appetite,47
"persistent tremors, severe muscle stiffness, severe balance problems",29
"moderate slow movement, moderate balance problems",29
mild mouth ulcers,46
"moderate palpitations, persistent weight loss",41
"severe dry mouth, severe thirst, moderate reduced urination, moderate dark urine",10
"dark urine, mild fatigue, persistent pale stools, mild yellowing of skin",53
"persistent rapid heartbeat, dizziness, moderate fatigue, persistent weakness",0
"moderate night vision difficulty, mild cloudy vision",44
"mild blackheads, severe oily skin, severe skin inflammation, persistent pimples",52
"persistent fatigue, persistent night sweats",45
"moderate anal pain, persistent bleeding during bowel movements",50
"mild wheezing, severe shortness of breath",13
"weight loss, mild night sweats, persistent fatigue",45
"mild weakness, moderate tooth loss",34
"moderate shortness of breath, moderate nosebleeds, severe headache, persistent dizziness",2
"mild persistent abdominal pain, persistent weight loss, moderate loss of appetite",47
"poor appetite, persistent fatigue, mild stunted growth",8
"bloating, hard stools",16
"dark urine, moderate dry mouth, moderate reduced urination",10
"moderate memory loss, persistent personality changes",26
"severe heartburn, bloating, nausea, moderate stomach pain",28
"severe bloating, persistent hard stools, mild abdominal discomfort",16
"moderate nausea, severe stomach pain, mild heartburn, moderate bloating",28
"mild shortness of breath, mild weight loss, moderate chest pain",49
"pelvic pain, abnormal bleeding, persistent pain during intercourse",31
"reduced urination, persistent dark urine, mild thirst, mild dry mouth",10
"severe weakness, severe diarrhea, abdominal pain",6
"mild breast pain, moderate nipple discharge, moderate skin changes",30
"severe severe dehydration, mild watery diarrhea",9
"mild palpitations, severe tremors",41
"persistent loss of appetite, mild jaundice",24
"vomiting, leg cramps, severe severe dehydration, severe watery diarrhea",9
"persistent facial pain, moderate post nasal drip, mild headache",17
"mild high fever, bleeding gums, moderate skin rash",5
"persistent tremors, moderate muscle stiffness, severe balance problems, mild slow movement",29
"persistent chest pain, chronic cough",3
"severe breast pain, persistent breast lump",30
"headache, severe fever, severe muscle pain",38
"moderate rash, severe joint pain, mild red eyes, persistent fever",37
"mild bleeding gums, severe high fever, mild severe headache",5
"nosebleeds, severe dizziness, shortness of breath, moderate headache",2
"moderate mouth ulcers, severe oral pain, mild difficulty swallowing",46
"mild scaling, persistent itchy skin",51
"persistent abdominal pain, severe dark urine, fatigue",23
"moderate pimples, severe blackheads, moderate skin inflammation",52
"persistent dizziness, persistent shortness of breath, pale skin, moderate fatigue",0
"severe productive cough, severe fever, severe difficulty breathing",15
"mild confusion, mild personality changes",26
"moderate nipple discharge, moderate skin changes, severe breast pain, breast lump",30
persistent abdominal swelling,25
"severe severe dehydration, mild leg cramps, severe watery diarrhea",9
"moderate nausea, severe bloating, persistent heartburn, severe stomach pain",28
"persistent nausea, mild abdominal cramps, severe dehydration",7
"persistent eye discharge, severe itching, severe gritty sensation",12
"persistent swelling, persistent reduced mobility, stiffness",21
"persistent fatigue, mild loss of appetite, moderate nausea",24
"severe heat intolerance, mild palpitations",41
"severe shortness of breath, persistent coughing, persistent chest tightness",13
"easy bruising, moderate abdominal swelling",25
"mild tooth loss, bleeding gums, severe weakness, moderate joint pain",34
"moderate joint pain, severe fever, severe rash",37
"yellowing of skin, moderate pale stools, moderate dark urine, mild fatigue",53
"persistent fatigue, pale skin, persistent weakness",0
"persistent weakness, severe tooth loss, persistent bleeding gums",34
"mild weight loss, mild poor appetite, persistent fatigue",8
"mild muscle stiffness, moderate balance problems, mild tremors, slow movement",29
"body pain, mild fever, severe chills, sore throat",14
"severe nasal congestion, moderate facial pain, severe post nasal drip",17
"joint pain, persistent headache, severe high fever, moderate muscle pain, mild rash",4
"moderate distorted vision, severe difficulty seeing",11
"severe abnormal bleeding, severe pelvic pain, pain during intercourse",31
"severe facial pain, moderate nasal congestion, persistent headache",17
"mild circular rash, mild hair loss, mild itching",35
"stiffness, persistent reduced mobility",21
"moderate diarrhea, persistent weakness, persistent fever, persistent loss of appetite",6
"moderate shortness of breath, moderate fatigue, rapid heartbeat, severe dizziness, mild weakness, moderate pale skin",0
"dark urine, severe thirst, reduced urination, mild dry mouth",10
"moderate breast pain, mild nipple discharge, severe skin changes",30
"moderate weight loss, mild fever",3
"moderate leg cramps, severe vomiting, severe dehydration, persistent watery diarrhea",9
"moderate vomiting, mild headache",36
"dry skin, moderate red patches, mild scaling",51
"severe headache, mild fever, mild confusion",36
"moderate oral pain, mild mouth ulcers, severe difficulty swallowing",46
"slow movement, moderate balance problems, severe tremors, persistent muscle stiffness",29
"severe high fever, moderate bleeding gums, joint pain, severe skin rash, mild severe headache",5
"mild jaundice, mild itching, moderate weight loss",48
"red eyes, rash, mild fever",37
"persistent fever, chills, moderate cough",14
"severe fatigue, persistent dark urine",53
"severe joint pain, moderate tooth loss, severe weakness",34
"mild dark urine, moderate jaundice, persistent fatigue",23
"confusion, mild high body temperature, moderate dry skin",22
"severe nasal congestion, moderate facial pain, post nasal drip",17
"severe confusion, persistent easy bruising, abdominal swelling, persistent fatigue",25
"abdominal cramps, severe loose stools, severe nausea",7
"persistent blurred vision, mild night vision difficulty",44
"mild itching, severe weight loss",48
"severe fatigue, severe night sweats, mild weight loss",45
"moderate dark urine, persistent yellowing of skin",53
"severe shortness of breath, weight loss",49
"severe itching, persistent scaly skin, mild circular rash",35
"chest pain, moderate shortness of breath, mild nosebleeds",2
"moderate vision loss, mild distorted vision, moderate blurred vision",11
"muscle pain, mild joint pain, persistent rash",4
"persistent dry skin, dizziness, moderate high body temperature, persistent confusion",22
"severe night vision difficulty, cloudy vision",44
"mild tremors, slow movement, persistent muscle stiffness",29
"moderate weight loss, moderate loss of appetite, mild persistent abdominal pain",47
"severe dark urine, thirst, moderate reduced urination, mild dry mouth",10
"persistent vomiting, persistent nausea",18
"moderate nosebleeds, severe chest pain, moderate shortness of breath, moderate dizziness",2
"mild rapid heartbeat, severe dizziness, mild fatigue, shortness of breath, persistent pale skin",0
"persistent watery diarrhea, moderate severe dehydration, moderate vomiting, moderate leg cramps",9
"confusion, moderate fever, persistent headache",36
"rash, persistent red eyes, persistent fever, persistent joint pain",37
"persistent abdominal cramps, persistent loose stools, moderate dehydration",7
"moderate burning urination, frequent urination",32
"heartburn, stomach pain, bloating",28
"mild heavy bleeding, painful periods, mild pelvic pain",43
"moderate abdominal discomfort, mild bloating",16
"severe frequent urination, mild burning urination",32
"mild weakness, severe tooth loss, bleeding gums, severe joint pain",34
"severe burning urination, mild pelvic pain",32
"burning urination, severe frequent urination",32
"mild dizziness, persistent chest pain, persistent headache, moderate shortness of breath, severe nosebleeds",2
"mild itchy skin, scaling, mild red patches, mild dry skin",51
"moderate red eyes, fever",37
"cough, persistent body pain, chills",14
"mild stunted growth, moderate weight loss, persistent fatigue",8
"nausea, severe abdominal cramps, persistent dehydration",7
"moderate loss of appetite, weight loss, persistent persistent abdominal pain",47
"persistent muscle stiffness, persistent slow movement, severe tremors",29
"moderate painful periods, persistent pelvic pain",43
"persistent itching, moderate abdominal swelling, severe weight loss, moderate jaundice",48
"persistent chest pain, productive cough, mild fatigue",15
"mild night sweats, persistent frequent infections, persistent weight loss",45
"muscle stiffness, mild slow movement, persistent tremors",29
"loss of appetite, persistent persistent abdominal pain, severe weight loss",47
"circular rash, mild scaly skin, mild hair loss, mild itching",35
"red eyes, severe itching, severe eye discharge",12
"persistent rash, mild fever, persistent joint pain",37
"mild upper abdominal pain, severe liver discomfort, persistent weight gain, fatigue",20
"dark urine, jaundice, mild abdominal pain",23
"severe fatigue, mild poor appetite, moderate stunted growth, persistent weight loss",8
"mild eye discharge, mild red eyes, moderate itching",12
"moderate fatigue, moderate weight loss",8
"severe cloudy vision, mild blurred vision, mild night vision difficulty",44
"severe weight gain, severe irregular periods",39
"nasal congestion, post nasal drip, severe headache",17
"severe pimples, mild blackheads, mild skin inflammation",52
"mild skin redness, severe scaly skin, itching",19
"severe nausea, mild stomach cramps, persistent vomiting, moderate diarrhea",18
"mild chronic cough, moderate chest pain, moderate night sweats, severe fever",3
"persistent tremors, palpitations, severe weight loss",41
"persistent rash, moderate fever, red eyes, moderate joint pain",37
"severe irregular periods, mild acne",39
"stunted growth, severe weight loss, moderate poor appetite",8
"mild nausea, persistent bloating, heartburn",28
"mild muscle pain, moderate fever, headache",38
"personality changes, mild confusion, moderate difficulty thinking",26
"mild leg cramps, severe vomiting",9
"severe weight gain, moderate excess hair growth, moderate irregular periods",39
"eye discharge, gritty sensation",12
"hard stools, bloating",16
"severe difficulty swallowing, moderate oral pain, moderate mouth ulcers",46
"persistent chest pain, moderate chronic cough, night sweats, persistent weight loss",3
"mild cough, persistent chills, persistent sore throat, moderate fever",14
"burning urination, persistent frequent urination, mild pelvic pain",32
"moderate pelvic pain, moderate abnormal bleeding, mild pain during intercourse",31
"severe gritty sensation, moderate itching",12
"coughing, mild wheezing, shortness of breath",13
"mild eye discharge, moderate gritty sensation, mild itching",12
"severe chest pain, persistent fever, severe weight loss, severe night sweats",3
"mild hard stools, persistent abdominal discomfort, severe bloating",16
"balance problems, severe tremors",29
"moderate stiffness, mild reduced mobility, mild joint pain",21
"severe hard stools, mild abdominal discomfort",16
"persistent weight loss, mild chest pain",49
"mild thirst, mild dry mouth",10
"severe difficulty breathing, moderate fatigue, persistent chest pain",15
"indigestion, nausea",27
"fatigue, moderate excessive thirst, persistent frequent urination",1
"mild nausea, mild bloating, severe stomach pain",28
"persistent heat intolerance, severe tremors, moderate weight loss",41
"persistent joint pain, skin rash, fever",33
persistent fever,15
"severe fever, persistent confusion, headache, severe vomiting",36
"severe weight loss, moderate fatigue, severe night sweats",45
"mild weakness, severe abdominal pain, moderate diarrhea",6
"jaundice, moderate loss of appetite, fatigue",24
"mild fever, persistent chills, persistent sore throat, mild cough, mild body pain",14
"mild personality changes, moderate memory loss",26
"moderate chest pain, persistent persistent cough, moderate shortness of breath, weight loss",49
"mild muscle stiffness, mild tremors, severe balance problems",29
"severe chills, moderate headache, severe muscle pain",38
"mild nausea, severe heartburn, severe bloating",28
"mild burning urination, severe frequent urination, moderate pelvic pain",32
"persistent dry skin, moderate confusion, moderate high body temperature",22
"persistent loose stools, severe nausea, persistent abdominal cramps",7
"fatigue, severe stunted growth",8
"severe distorted vision, moderate difficulty seeing",11
"severe itching, severe gritty sensation, severe eye discharge",12
"mild irregular periods, severe acne, persistent weight gain",39
"severe night vision difficulty, moderate blurred vision, cloudy vision",44
"moderate weight loss, mild poor appetite, persistent fatigue",8
"abnormal bleeding, moderate pelvic pain, severe pain during intercourse",31
"mild night vision difficulty, moderate cloudy vision, mild blurred vision",44
"mild burning urination, moderate frequent urination",32
"severe dizziness, moderate fatigue, severe pale skin, persistent shortness of breath",0
"severe abdominal discomfort, moderate bloating, hard stools",16
"moderate night vision difficulty, cloudy vision, moderate blurred vision",44
"mild difficulty breathing, persistent fatigue, severe fever, severe chest pain",15
"moderate muscle pain, chills, severe headache",38
"severe jaundice, moderate dark urine, persistent fatigue",23
"severe nausea, loose stools, severe dehydration",7
"persistent stomach pain, persistent bloating, heartburn",28
"mild loss of appetite, severe fever, persistent abdominal pain, persistent diarrhea",6
"moderate leg cramps, severe severe dehydration, mild vomiting, severe watery diarrhea",9
"vision loss, blurred vision",11
"mild difficulty swallowing, moderate oral pain, severe mouth ulcers",46
"moderate leg cramps, mild vomiting, mild watery diarrhea, moderate severe dehydration",9
"persistent post nasal drip, persistent facial pain, headache",17
"abdominal discomfort, moderate hard stools",16
"severe chest pain, shortness of breath, severe persistent cough, weight loss",49
"vomiting, severe confusion, severe fever",36
"nasal congestion, post nasal drip",17
"moderate bloating, hard stools, persistent abdominal discomfort",16
"persistent difficulty swallowing, severe oral pain",46
"moderate jaundice, mild dark urine, mild fatigue",23
"moderate dry skin, severe scaling, red patches",51
"dizziness, moderate high body temperature, moderate confusion",22
moderate weight gain,20
"persistent pelvic pain, severe heavy bleeding, mild painful periods",43
"stomach cramps, moderate nausea",18
"palpitations, persistent tremors",41
"severe rash, persistent red eyes, mild fever, persistent joint pain",37
"mild palpitations, moderate weight loss, tremors",41
muscle pain,38
"persistent fatigue, moderate night sweats, severe weight loss",45
"severe fatigue, persistent upper abdominal pain, moderate liver discomfort",20
"moderate weakness, mild diarrhea, mild loss of appetite",6
"fatigue, persistent excessive thirst, persistent blurred vision",1
"severe chills, persistent headache, moderate muscle pain, persistent fever",38
"dry skin, mild dizziness, mild high body temperature, persistent confusion",22
"moderate burning stomach pain, moderate nausea",27
"pale stools, dark urine, yellowing of skin, mild fatigue",53
"severe fever, mild chills",14
mild easy bruising,25
"persistent loose stools, abdominal cramps, mild nausea",7
"persistent facial pain, moderate nasal congestion, moderate headache",17
"pain during intercourse, persistent abnormal bleeding",31
"persistent skin inflammation, severe pimples, persistent blackheads",52
"fatigue, skin rash, mild joint pain, mild fever",33
"severe fatigue, weight loss",8
"mild blurred vision, severe slow wound healing, severe frequent urination",1
"severe diarrhea, severe stomach cramps, mild vomiting, moderate nausea",18
"moderate pale skin, mild fatigue, severe dizziness, severe shortness of breath, moderate rapid heartbeat, mild weakness",0
"moderate vomiting, severe stomach cramps, severe nausea",18
"severe ring shaped rash, severe skin redness, mild scaly skin, itching",19
"mouth ulcers, severe difficulty swallowing, oral pain",46
"moderate headache, nasal congestion",17
"mild stomach pain, persistent heartburn, nausea",28
"jaundice, moderate nausea",24
persistent pelvic pain,31
"persistent tremors, heat intolerance, severe palpitations, weight loss",41
"persistent excessive thirst, severe frequent urination, severe slow wound healing",1
"shortness of breath, wheezing, severe chest tightness",13
"severe pelvic pain, severe pain during intercourse, mild abnormal bleeding",31
"persistent rash, severe joint pain, red eyes",37
"severe mouth ulcers, persistent oral pain, difficulty swallowing",46
"anal pain, persistent itching, severe bleeding during bowel movements",50
"facial pain, headache, persistent nasal congestion",17
"severe distorted vision, vision loss, severe blurred vision",11
"mild loss of appetite, severe persistent abdominal pain, mild weight loss",47
"mild skin inflammation, mild oily skin",52
"skin rash, persistent severe headache, mild bleeding gums, moderate joint pain",5
"severe fever, moderate night sweats, chest pain, severe chronic cough, weight loss",3
"reduced mobility, mild stiffness, moderate swelling",21
"persistent anal pain, severe itching, bleeding during bowel movements",50
"persistent blurred vision, severe excessive thirst, fatigue, persistent frequent urination",1
"severe fatigue, excessive thirst, moderate blurred vision, severe slow wound healing",1
"moderate persistent cough, persistent chest pain",49
"severe blurred vision, mild night vision difficulty",44
"mild weight gain, liver discomfort, persistent fatigue",20
"severe joint pain, moderate fatigue, fever, moderate skin rash",33
"mild nausea, persistent abdominal cramps, mild loose stools, dehydration",7
"moderate swelling, moderate reduced mobility, moderate stiffness",21
"tooth loss, mild joint pain",34
moderate pelvic pain,43
"severe weight gain, severe excess hair growth, persistent acne",39
"severe muscle stiffness, balance problems, slow movement",29
"night vision difficulty, moderate cloudy vision",44
"persistent chronic cough, persistent night sweats, chest pain",3
"mild balance problems, mild tremors, severe muscle stiffness",29
"moderate nipple discharge, persistent breast pain",30
"severe poor appetite, fatigue, persistent weight loss, mild stunted growth",8
"moderate wheezing, moderate chest tightness, moderate coughing, persistent shortness of breath",13
"weight gain, excess hair growth, persistent acne, irregular periods",39
"moderate fever, persistent joint pain, persistent fatigue, skin rash",33
"persistent sore throat, moderate body pain, chills",14
"nipple discharge, persistent breast lump, severe breast pain, skin changes",30
"persistent stunted growth, severe fatigue, mild poor appetite",8
"facial pain, post nasal drip, moderate headache, mild nasal congestion",17
"severe coughing, severe shortness of breath, chest tightness",13
"mild scaly skin, itching, persistent hair loss",35
"severe dehydration, mild watery diarrhea",9
"severe easy bruising, persistent confusion, mild fatigue",25
"severe fatigue, moderate weight loss, moderate night sweats",45
"moderate dark urine, severe pale stools",53
"severe swelling, moderate joint pain",21
"severe persistent abdominal pain, mild weight loss",47
"weight loss, moderate persistent abdominal pain, persistent loss of appetite",47
"hard stools, abdominal discomfort, moderate bloating",16
"mild jaundice, moderate weight loss, mild itching, persistent abdominal swelling",48
"yellowing of skin, severe dark urine, fatigue, severe pale stools",53
"mild high body temperature, moderate dizziness, mild confusion",22
"moderate anal pain, mild bleeding during bowel movements",50
"severe shortness of breath, weight loss, moderate persistent cough",49
